,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
119,Barbell Prone Shoulder Pull,https://www.jefit.com/exercises/1128/Barbell-Prone-Shoulder-Pull,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4512.jpg,https://www.jefit.com/images/exercises/1080_664/4513.jpg
120,Barbell Pullover,https://www.jefit.com/exercises/350/Barbell-Pullover,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1400.jpg,https://www.jefit.com/images/exercises/1080_664/1401.jpg
121,Barbell Pullover and Press,https://www.jefit.com/exercises/1054/Barbell-Pullover-and-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4216.jpg,https://www.jefit.com/images/exercises/1080_664/4217.jpg
122,Barbell Push Press,https://www.jefit.com/exercises/438/Barbell-Push-Press,Shoulders,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1752.jpg,https://www.jefit.com/images/exercises/1080_664/1753.jpg
123,Barbell Push Press Behind the Neck,https://www.jefit.com/exercises/439/Barbell-Push-Press-Behind-the-Neck,Shoulders,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1756.jpg,https://www.jefit.com/images/exercises/1080_664/1757.jpg
124,Barbell Rack Delivery,https://www.jefit.com/exercises/440/Barbell-Rack-Delivery,Shoulders,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1760.jpg,https://www.jefit.com/images/exercises/1080_664/1761.jpg
125,Barbell Rack Pull,https://www.jefit.com/exercises/829/Barbell-Rack-Pull,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3316.jpg,https://www.jefit.com/images/exercises/1080_664/3317.jpg
126,Barbell Rear Delt Row,https://www.jefit.com/exercises/398/Barbell-Rear-Delt-Row,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1592.jpg,https://www.jefit.com/images/exercises/1080_664/1593.jpg
127,Barbell Rear Delt Row to Neck,https://www.jefit.com/exercises/1135/Barbell-Rear-Delt-Row-to-Neck,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4540.jpg,https://www.jefit.com/images/exercises/1080_664/4541.jpg
128,Barbell Rear Standing Press,https://www.jefit.com/exercises/449/Barbell-Rear-Standing-Press,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1796.jpg,https://www.jefit.com/images/exercises/1080_664/1797.jpg
129,Barbell Rear Tricep Extension,https://www.jefit.com/exercises/1163/Barbell-Rear-Tricep-Extension,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4652.jpg,https://www.jefit.com/images/exercises/1080_664/4653.jpg
130,Barbell Reverse Curl,https://www.jefit.com/exercises/111/Barbell-Reverse-Curl,Forearm,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/444.jpg,https://www.jefit.com/images/exercises/1080_664/445.jpg
131,Barbell Reverse Grip Bent-Over Row,https://www.jefit.com/exercises/9/Barbell-Reverse-Grip-Bent-Over-Row,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/36.jpg,https://www.jefit.com/images/exercises/1080_664/37.jpg
132,Barbell Reverse Grip Decline Bench Press,https://www.jefit.com/exercises/1068/Barbell-Reverse-Grip-Decline-Bench-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4272.jpg,https://www.jefit.com/images/exercises/1080_664/4273.jpg
133,Barbell Reverse Grip Incline Bench Press,https://www.jefit.com/exercises/1067/Barbell-Reverse-Grip-Incline-Bench-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4268.jpg,https://www.jefit.com/images/exercises/1080_664/4269.jpg
134,Barbell Reverse Grip Incline Row,https://www.jefit.com/exercises/1044/Barbell-Reverse-Grip-Incline-Row,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4176.jpg,https://www.jefit.com/images/exercises/1080_664/4177.jpg
135,Barbell Reverse Grip Skullcrusher,https://www.jefit.com/exercises/1187/Barbell-Reverse-Grip-Skullcrusher,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4748.jpg,https://www.jefit.com/images/exercises/1080_664/4749.jpg
136,Barbell Reverse Grip Tricep Extension,https://www.jefit.com/exercises/776/Barbell-Reverse-Grip-Tricep-Extension,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3104.jpg,https://www.jefit.com/images/exercises/1080_664/3105.jpg
137,Barbell Reverse Preacher Curl,https://www.jefit.com/exercises/110/Barbell-Reverse-Preacher-Curl,Forearm,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/440.jpg,https://www.jefit.com/images/exercises/1080_664/441.jpg
138,Barbell Reverse Preacher Curl,https://www.jefit.com/exercises/1300/Barbell-Reverse-Preacher-Curl,Biceps,Strength,EZ Curl Bar,https://www.jefit.com/images/exercises/1080_664/440.jpg,https://www.jefit.com/images/exercises/1080_664/441.jpg
139,Barbell Reverse Tricep Bench Press,https://www.jefit.com/exercises/241/Barbell-Reverse-Tricep-Bench-Press,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/964.jpg,https://www.jefit.com/images/exercises/1080_664/965.jpg
140,Barbell Reverse Wrist Curl,https://www.jefit.com/exercises/1092/Barbell-Reverse-Wrist-Curl,Forearm,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/504.jpg,https://www.jefit.com/images/exercises/1080_664/505.jpg
141,Barbell Reverse Wrist Curl ,https://www.jefit.com/exercises/1086/Barbell-Reverse-Wrist-Curl-,Forearm,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/496.jpg,https://www.jefit.com/images/exercises/1080_664/497.jpg
142,Barbell Rocking Standing Calf Raise,https://www.jefit.com/exercises/297/Barbell-Rocking-Standing-Calf-Raise,Lower Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1188.jpg,https://www.jefit.com/images/exercises/1080_664/1189.jpg
143,Barbell Romanian Deadlift,https://www.jefit.com/exercises/199/Barbell-Romanian-Deadlift,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/796.jpg,https://www.jefit.com/images/exercises/1080_664/797.jpg
144,Barbell Romanian Deadlift From Deficit,https://www.jefit.com/exercises/926/Barbell-Romanian-Deadlift-From-Deficit,Back,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3704.jpg,https://www.jefit.com/images/exercises/1080_664/3705.jpg
145,Barbell Round the World Shoulder Stretch,https://www.jefit.com/exercises/443/Barbell-Round-the-World-Shoulder-Stretch,Shoulders,Stretching,Barbell,https://www.jefit.com/images/exercises/1080_664/1772.jpg,https://www.jefit.com/images/exercises/1080_664/1773.jpg
146,Barbell Row,https://www.jefit.com/exercises/807/Barbell-Row,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3228.jpg,https://www.jefit.com/images/exercises/1080_664/3229.jpg
147,Barbell Seated Alternating Press,https://www.jefit.com/exercises/1139/Barbell-Seated-Alternating-Press,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4556.jpg,https://www.jefit.com/images/exercises/1080_664/4557.jpg
148,Barbell Seated Calf Raise,https://www.jefit.com/exercises/139/Barbell-Seated-Calf-Raise,Lower Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/556.jpg,https://www.jefit.com/images/exercises/1080_664/557.jpg
149,Barbell Seated Front Raise,https://www.jefit.com/exercises/1110/Barbell-Seated-Front-Raise,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4440.jpg,https://www.jefit.com/images/exercises/1080_664/4441.jpg
150,Barbell Seated Good Morning,https://www.jefit.com/exercises/361/Barbell-Seated-Good-Morning,Back,Powerlifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1444.jpg,https://www.jefit.com/images/exercises/1080_664/1445.jpg
151,Barbell Seated High Front Raise,https://www.jefit.com/exercises/1124/Barbell-Seated-High-Front-Raise,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4496.jpg,https://www.jefit.com/images/exercises/1080_664/4497.jpg
152,Barbell Seated Press,https://www.jefit.com/exercises/1143/Barbell-Seated-Press,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4572.jpg,https://www.jefit.com/images/exercises/1080_664/4573.jpg
153,Barbell Seated Tricep Extension,https://www.jefit.com/exercises/249/Barbell-Seated-Tricep-Extension,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/996.jpg,https://www.jefit.com/images/exercises/1080_664/997.jpg
154,Barbell Seated Twist,https://www.jefit.com/exercises/341/Barbell-Seated-Twist,Abs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1364.jpg,https://www.jefit.com/images/exercises/1080_664/1365.jpg
155,Barbell Shoulder Press,https://www.jefit.com/exercises/10/Barbell-Shoulder-Press,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/40.jpg,https://www.jefit.com/images/exercises/1080_664/41.jpg
156,Barbell Shrug,https://www.jefit.com/exercises/11/Barbell-Shrug,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/44.jpg,https://www.jefit.com/images/exercises/1080_664/45.jpg
157,Barbell Side Bend,https://www.jefit.com/exercises/325/Barbell-Side-Bend,Abs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1300.jpg,https://www.jefit.com/images/exercises/1080_664/1301.jpg
158,Barbell Side Split Squat,https://www.jefit.com/exercises/204/Barbell-Side-Split-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/816.jpg,https://www.jefit.com/images/exercises/1080_664/817.jpg
159,Barbell Single-Leg Squat,https://www.jefit.com/exercises/208/Barbell-Single-Leg-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/832.jpg,https://www.jefit.com/images/exercises/1080_664/833.jpg
160,Barbell Snatch,https://www.jefit.com/exercises/939/Barbell-Snatch,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3756.jpg,https://www.jefit.com/images/exercises/1080_664/3757.jpg
161,Barbell Snatch Balance,https://www.jefit.com/exercises/904/Barbell-Snatch-Balance,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3616.jpg,https://www.jefit.com/images/exercises/1080_664/3617.jpg
162,Barbell Snatch Balance,https://www.jefit.com/exercises/940/Barbell-Snatch-Balance,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3616.jpg,https://www.jefit.com/images/exercises/1080_664/3617.jpg
163,Barbell Snatch Deadlift,https://www.jefit.com/exercises/941/Barbell-Snatch-Deadlift,Back,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3764.jpg,https://www.jefit.com/images/exercises/1080_664/3765.jpg
164,Barbell Snatch from Blocks,https://www.jefit.com/exercises/942/Barbell-Snatch-from-Blocks,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3768.jpg,https://www.jefit.com/images/exercises/1080_664/3769.jpg
165,Barbell Snatch Pull,https://www.jefit.com/exercises/943/Barbell-Snatch-Pull,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3772.jpg,https://www.jefit.com/images/exercises/1080_664/3773.jpg
166,Barbell Snatch Shrug,https://www.jefit.com/exercises/448/Barbell-Snatch-Shrug,Back,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1792.jpg,https://www.jefit.com/images/exercises/1080_664/1793.jpg
167,Barbell Speed Squat,https://www.jefit.com/exercises/214/Barbell-Speed-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/856.jpg,https://www.jefit.com/images/exercises/1080_664/857.jpg
168,Barbell Spider Curl,https://www.jefit.com/exercises/105/Barbell-Spider-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/420.jpg,https://www.jefit.com/images/exercises/1080_664/421.jpg
169,Barbell Split Clean,https://www.jefit.com/exercises/944/Barbell-Split-Clean,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3776.jpg,https://www.jefit.com/images/exercises/1080_664/3777.jpg
170,Barbell Split Jerk,https://www.jefit.com/exercises/945/Barbell-Split-Jerk,Upper Legs,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3780.jpg,https://www.jefit.com/images/exercises/1080_664/3781.jpg
171,Barbell Split Jump,https://www.jefit.com/exercises/1195/Barbell-Split-Jump,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4780.jpg,https://www.jefit.com/images/exercises/1080_664/4781.jpg
172,Barbell Squat,https://www.jefit.com/exercises/12/Barbell-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/48.jpg,https://www.jefit.com/images/exercises/1080_664/49.jpg
173,Barbell Squat Jerk,https://www.jefit.com/exercises/947/Barbell-Squat-Jerk,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3788.jpg,https://www.jefit.com/images/exercises/1080_664/3789.jpg
174,Barbell Squat to Shoulder Press,https://www.jefit.com/exercises/751/Barbell-Squat-to-Shoulder-Press,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3004.jpg,https://www.jefit.com/images/exercises/1080_664/3005.jpg
175,Barbell Squat to Upright Row,https://www.jefit.com/exercises/752/Barbell-Squat-to-Upright-Row,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3008.jpg,https://www.jefit.com/images/exercises/1080_664/3009.jpg
176,Barbell Squat with Narrow Stance,https://www.jefit.com/exercises/487/Barbell-Squat-with-Narrow-Stance,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1948.jpg,https://www.jefit.com/images/exercises/1080_664/1949.jpg
177,Barbell Standing Calf Raise,https://www.jefit.com/exercises/143/Barbell-Standing-Calf-Raise,Lower Legs,Strength,"Barbell, Weight Plate",https://www.jefit.com/images/exercises/1080_664/572.jpg,https://www.jefit.com/images/exercises/1080_664/573.jpg
178,Barbell Step-Ups,https://www.jefit.com/exercises/133/Barbell-Step-Ups,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/532.jpg,https://www.jefit.com/images/exercises/1080_664/533.jpg
179,Barbell Stiff-Leg Deadlift,https://www.jefit.com/exercises/954/Barbell-Stiff-Leg-Deadlift,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/3816.jpg,https://www.jefit.com/images/exercises/1080_664/3817.jpg
180,Barbell Stiff-Leg Deadlift on Bench,https://www.jefit.com/exercises/1201/Barbell-Stiff-Leg-Deadlift-on-Bench,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4804.jpg,https://www.jefit.com/images/exercises/1080_664/4805.jpg
181,Barbell Sumo Deadlift,https://www.jefit.com/exercises/496/Barbell-Sumo-Deadlift,Back,Powerlifting,Barbell,https://www.jefit.com/images/exercises/1080_664/1984.jpg,https://www.jefit.com/images/exercises/1080_664/1985.jpg
182,Barbell Supine Reverse Extension ,https://www.jefit.com/exercises/1176/Barbell-Supine-Reverse-Extension-,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4704.jpg,https://www.jefit.com/images/exercises/1080_664/4705.jpg
183,Barbell Supine Tricep Press,https://www.jefit.com/exercises/237/Barbell-Supine-Tricep-Press,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/948.jpg,https://www.jefit.com/images/exercises/1080_664/949.jpg
184,Barbell Supine Triceps Extension ,https://www.jefit.com/exercises/55/Barbell-Supine-Triceps-Extension-,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/220.jpg,https://www.jefit.com/images/exercises/1080_664/221.jpg
185,Barbell Triceps Extension,https://www.jefit.com/exercises/151/Barbell-Triceps-Extension,Triceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/604.jpg,https://www.jefit.com/images/exercises/1080_664/605.jpg
186,Barbell Upright Row,https://www.jefit.com/exercises/13/Barbell-Upright-Row,Shoulders,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/52.jpg,https://www.jefit.com/images/exercises/1080_664/53.jpg
187,Barbell Wide Grip Bench Press,https://www.jefit.com/exercises/176/Barbell-Wide-Grip-Bench-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/704.jpg,https://www.jefit.com/images/exercises/1080_664/705.jpg
188,Barbell Wide Grip Bicep Curl,https://www.jefit.com/exercises/275/Barbell-Wide-Grip-Bicep-Curl,Biceps,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1100.jpg,https://www.jefit.com/images/exercises/1080_664/1101.jpg
189,Barbell Wide Grip Decline Bench Press,https://www.jefit.com/exercises/177/Barbell-Wide-Grip-Decline-Bench-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/708.jpg,https://www.jefit.com/images/exercises/1080_664/709.jpg
190,Barbell Wide Grip Decline Pullover,https://www.jefit.com/exercises/168/Barbell-Wide-Grip-Decline-Pullover,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/672.jpg,https://www.jefit.com/images/exercises/1080_664/673.jpg
191,Barbell Wide Grip Reverse Bench Press,https://www.jefit.com/exercises/1072/Barbell-Wide-Grip-Reverse-Bench-Press,Chest,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/4288.jpg,https://www.jefit.com/images/exercises/1080_664/4289.jpg
192,Barbell Wide Stance Squat,https://www.jefit.com/exercises/218/Barbell-Wide-Stance-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/872.jpg,https://www.jefit.com/images/exercises/1080_664/873.jpg
193,Barbell Wide Stance Stiff-Leg Deadlift,https://www.jefit.com/exercises/958/Barbell-Wide-Stance-Stiff-Leg-Deadlift,Back,Olympic Weight Lifting,Barbell,https://www.jefit.com/images/exercises/1080_664/3832.jpg,https://www.jefit.com/images/exercises/1080_664/3833.jpg
194,Barbell Zercher Squat,https://www.jefit.com/exercises/219/Barbell-Zercher-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/876.jpg,https://www.jefit.com/images/exercises/1080_664/877.jpg
195,Barbell Zercher Squat,https://www.jefit.com/exercises/498/Barbell-Zercher-Squat,Upper Legs,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1992.jpg,https://www.jefit.com/images/exercises/1080_664/1993.jpg
