,Exercise,URL,Picture_A,Picture_B,Muscle,Video,Main Muscle Group,Detailed Muscle Group,Type,Mechanics,Equipment,Difficulty
62,Barbell Frankenstein Squat,https://www.jefit.com/exercises/410/Barbell-Frankenstein-Squat,https://www.jefit.com/images/exercises/1080_664/1640.jpg,https://www.jefit.com/images/exercises/1080_664/1641.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281100.hd.mp4?s=3119df8e2d07c4ec28e3cbd8ca6913323152e6de&profile_id=119&oauth2_token_id=435967617,Shoulders,Traps,Olympic Weight Lifting,Compound,Barbell,Expert
63,Barbell Front Raise,https://www.jefit.com/exercises/6/Barbell-Front-Raise,https://www.jefit.com/images/exercises/1080_664/24.jpg,https://www.jefit.com/images/exercises/1080_664/25.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160273329.hd.mp4?s=5ad208d199cf059c7e910f6bb38dbfcd159f2c2e&profile_id=113&oauth2_token_id=435967617,Shoulders,Abs,Strength,Compound,Barbell,Beginner
64,Barbell Front Raise Pullover,https://www.jefit.com/exercises/162/Barbell-Front-Raise-Pullover,https://www.jefit.com/images/exercises/1080_664/648.jpg,https://www.jefit.com/images/exercises/1080_664/649.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160273761.sd.mp4?s=1c7d918d3a01178776c376a114bdce304fefba3f&profile_id=165&oauth2_token_id=435967617,Chest,Lower Chest,Strength,Compound,Barbell,Beginner
65,Barbell Front Squat,https://www.jefit.com/exercises/477/Barbell-Front-Squat,https://www.jefit.com/images/exercises/1080_664/1908.jpg,https://www.jefit.com/images/exercises/1080_664/1909.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296236.hd.mp4?s=65610fe6e66b58fc239ac6785e3ac7953ed6cce0&profile_id=119&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Barbell,Expert
66,Barbell Front Squat,https://www.jefit.com/exercises/137/Barbell-Front-Squat,https://www.jefit.com/images/exercises/1080_664/548.jpg,https://www.jefit.com/images/exercises/1080_664/549.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273698.hd.mp4?s=12156ccd4023ba1337c14b9772168f9a0fd311b7&profile_id=119&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Barbell,Intermediate
67,Barbell Glute Bridge,https://www.jefit.com/exercises/385/Barbell-Glute-Bridge,https://www.jefit.com/images/exercises/1080_664/1540.jpg,https://www.jefit.com/images/exercises/1080_664/1541.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160281160.hd.mp4?s=55232b6bc8e005f382f2189139dcfd911399b7b2&profile_id=113&oauth2_token_id=435967617,Glutes,Hamstrings,Powerlifting,Compound,Barbell,Intermediate
68,Barbell Good Morning,https://www.jefit.com/exercises/7/Barbell-Good-Morning,https://www.jefit.com/images/exercises/1080_664/28.jpg,https://www.jefit.com/images/exercises/1080_664/29.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273334.hd.mp4?s=61bd375418d1c1ff3561f94e732ba842f385f7f8&profile_id=119&oauth2_token_id=435967617,Back,Hamstrings,Strength,Compound,Barbell,Beginner
69,Barbell Hack Squat,https://www.jefit.com/exercises/202/Barbell-Hack-Squat,https://www.jefit.com/images/exercises/1080_664/808.jpg,https://www.jefit.com/images/exercises/1080_664/809.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273814.sd.mp4?s=e4a99ac36998cced64413fce4066aae7775e5fb0&profile_id=165&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Barbell,Intermediate
70,Barbell Hang Clean,https://www.jefit.com/exercises/900/Barbell-Hang-Clean,https://www.jefit.com/images/exercises/1080_664/3600.jpg,https://www.jefit.com/images/exercises/1080_664/3601.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160305330.sd.mp4?s=02bbaff67e1088e01d9435bcf30cb3e0d2229216&profile_id=165&oauth2_token_id=435967617,Upper Legs,,Olympic Weight Lifting,Compound,Barbell,Intermediate
71,Barbell Hang Clean Below the Knees,https://www.jefit.com/exercises/901/Barbell-Hang-Clean-Below-the-Knees,https://www.jefit.com/images/exercises/1080_664/3604.jpg,https://www.jefit.com/images/exercises/1080_664/3605.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160305339.sd.mp4?s=750a13fc240719adbcd05e64162bf83ed7490387&profile_id=165&oauth2_token_id=435967617,Upper Legs,,Olympic Weight Lifting,Compound,Barbell,Intermediate
72,Barbell Hang Snatch,https://www.jefit.com/exercises/902/Barbell-Hang-Snatch,https://www.jefit.com/images/exercises/1080_664/3608.jpg,https://www.jefit.com/images/exercises/1080_664/3609.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160305337.hd.mp4?s=a1ce7f2c598358fc457695b3d78c6a441fe2eac8&profile_id=113&oauth2_token_id=435967617,Upper Legs,,Olympic Weight Lifting,Compound,Barbell,Expert
73,Barbell Hang Snatch Below the Knees,https://www.jefit.com/exercises/903/Barbell-Hang-Snatch-Below-the-Knees,https://www.jefit.com/images/exercises/1080_664/3612.jpg,https://www.jefit.com/images/exercises/1080_664/3613.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160305332.sd.mp4?s=3f6bdf76e776e60dd3ea55b09042b124766b8789&profile_id=165&oauth2_token_id=435967617,Upper Legs,,Olympic Weight Lifting,Compound,Barbell,Expert
74,Barbell High Front Raise,https://www.jefit.com/exercises/1117/Barbell-High-Front-Raise,https://www.jefit.com/images/exercises/1080_664/4468.jpg,https://www.jefit.com/images/exercises/1080_664/4469.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307093.hd.mp4?s=f6f52cd2cfe2408bef98e6eba2dd8085f5a941a3&profile_id=119&oauth2_token_id=435967617,Shoulders,,Strength,Compound,Barbell,Intermediate
75,Barbell High Snatch,https://www.jefit.com/exercises/912/Barbell-High-Snatch,https://www.jefit.com/images/exercises/1080_664/3648.jpg,https://www.jefit.com/images/exercises/1080_664/3649.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160306324.sd.mp4?s=6acff113ab2339a3611bbb4674e4a57e4be304e7&profile_id=165&oauth2_token_id=435967617,Upper Legs,Hamstrings,Olympic Weight Lifting,Compound,Barbell,Intermediate
76,Barbell Hip Thrust,https://www.jefit.com/exercises/386/Barbell-Hip-Thrust,https://www.jefit.com/images/exercises/1080_664/1544.jpg,https://www.jefit.com/images/exercises/1080_664/1545.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160281067.sd.mp4?s=8a9f3d7105348aac826f162c0c4c74c12d3e7f8d&profile_id=165&oauth2_token_id=435967617,Glutes,Calves,Powerlifting,Compound,Barbell,Intermediate
77,Barbell Incline Bench Press,https://www.jefit.com/exercises/8/Barbell-Incline-Bench-Press,https://www.jefit.com/images/exercises/1080_664/32.jpg,https://www.jefit.com/images/exercises/1080_664/33.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160273320.sd.mp4?s=c17388d80594645f0de07def80a236e2c08bd004&profile_id=165&oauth2_token_id=435967617,Chest,Upper Chest,Strength,Compound,Barbell,Beginner
78,Barbell Incline Bench Pull,https://www.jefit.com/exercises/89/Barbell-Incline-Bench-Pull,https://www.jefit.com/images/exercises/1080_664/356.jpg,https://www.jefit.com/images/exercises/1080_664/357.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273617.sd.mp4?s=f1b660c9e26dbdaabcaf237435353affefa59df8&profile_id=165&oauth2_token_id=435967617,Back,Traps,Strength,Isolation,Bench,Intermediate
79,Barbell Incline Bench Row,https://www.jefit.com/exercises/1037/Barbell-Incline-Bench-Row,https://www.jefit.com/images/exercises/1080_664/4148.jpg,https://www.jefit.com/images/exercises/1080_664/4149.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160306961.hd.mp4?s=fab5f025f95a56b315f621798fadef0993f3300a&profile_id=113&oauth2_token_id=435967617,Back,,Strength,Isolation,Barbell,Intermediate
80,Barbell Incline Close Grip Bench Press,https://www.jefit.com/exercises/1174/Barbell-Incline-Close-Grip-Bench-Press,https://www.jefit.com/images/exercises/1080_664/4696.jpg,https://www.jefit.com/images/exercises/1080_664/4697.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307185.sd.mp4?s=cd6d4498c5d214f6540e94e193b179ccddbd5aae&profile_id=165&oauth2_token_id=435967617,Triceps,,Strength,Compound,Barbell,Intermediate
81,Barbell Incline Shoulder Raise,https://www.jefit.com/exercises/369/Barbell-Incline-Shoulder-Raise,https://www.jefit.com/images/exercises/1080_664/1476.jpg,https://www.jefit.com/images/exercises/1080_664/1477.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281018.sd.mp4?s=a941a563c5fa1c6a26f5c899c9ee2914b05835bf&profile_id=165&oauth2_token_id=435967617,Shoulders,Upper Chest,Strength,Compound,"Barbell , Bench",Beginner
82,Barbell Inverted Row,https://www.jefit.com/exercises/1036/Barbell-Inverted-Row,https://www.jefit.com/images/exercises/1080_664/720.jpg,https://www.jefit.com/images/exercises/1080_664/721.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273790.sd.mp4?s=1c66a31898eeb548e3bd0f42224a46d6630a32d0&profile_id=165&oauth2_token_id=435967617,Back,,Strength,Compound,Barbell,Intermediate
83,Barbell Inverted Row,https://www.jefit.com/exercises/180/Barbell-Inverted-Row,https://www.jefit.com/images/exercises/1080_664/720.jpg,https://www.jefit.com/images/exercises/1080_664/721.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160273790.sd.mp4?s=1c66a31898eeb548e3bd0f42224a46d6630a32d0&profile_id=165&oauth2_token_id=435967617,Biceps,Traps,Strength,Compound,Machine - Strength,Beginner
84,Barbell Jefferson Squat,https://www.jefit.com/exercises/209/Barbell-Jefferson-Squat,https://www.jefit.com/images/exercises/1080_664/836.jpg,https://www.jefit.com/images/exercises/1080_664/837.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273818.sd.mp4?s=0025df0c8642689a2c37bebe14f7d764a483ac2e&profile_id=164&oauth2_token_id=435967617,Upper Legs,Traps,Strength,Compound,Barbell,Intermediate
85,Barbell Jerk ,https://www.jefit.com/exercises/414/Barbell-Jerk-,https://www.jefit.com/images/exercises/1080_664/1656.jpg,https://www.jefit.com/images/exercises/1080_664/1657.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281080.sd.mp4?s=e8e01aa7069bcd814c6dd441939f6406edcedba3&profile_id=165&oauth2_token_id=435967617,Shoulders,Traps,Olympic Weight Lifting,Compound,Barbell,Intermediate
86,Barbell Jerk Dip Squat,https://www.jefit.com/exercises/906/Barbell-Jerk-Dip-Squat,https://www.jefit.com/images/exercises/1080_664/3624.jpg,https://www.jefit.com/images/exercises/1080_664/3625.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160306299.hd.mp4?s=74dc77dd5bfd7acf89765124511c54bb87ae73e4&profile_id=113&oauth2_token_id=435967617,Upper Legs,,Olympic Weight Lifting,Compound,Barbell,Intermediate
87,Barbell JM Press,https://www.jefit.com/exercises/460/Barbell-JM-Press,https://www.jefit.com/images/exercises/1080_664/1840.jpg,https://www.jefit.com/images/exercises/1080_664/1841.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160281284.sd.mp4?s=c4ec3f3b449536c371a1e841638e819f326cb271&profile_id=164&oauth2_token_id=435967617,Triceps,Lower Chest,Strength,Compound,Barbell,Beginner
88,Barbell Lateral Lunge,https://www.jefit.com/exercises/749/Barbell-Lateral-Lunge,https://www.jefit.com/images/exercises/1080_664/2996.jpg,https://www.jefit.com/images/exercises/1080_664/2997.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160305092.sd.mp4?s=c02cbe973793343f1608e52260b94d7069bd4d2a&profile_id=164&oauth2_token_id=435967617,Glutes,,Strength,Compound,Barbell,Intermediate
89,Barbell Lunge,https://www.jefit.com/exercises/128/Barbell-Lunge,https://www.jefit.com/images/exercises/1080_664/512.jpg,https://www.jefit.com/images/exercises/1080_664/513.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273697.sd.mp4?s=8c2e62580cc498e27ae5489b8f031dd76dec4df4&profile_id=164&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Barbell,Intermediate
90,Barbell Lying Close Grip Triceps Press,https://www.jefit.com/exercises/153/Barbell-Lying-Close-Grip-Triceps-Press,https://www.jefit.com/images/exercises/1080_664/612.jpg,https://www.jefit.com/images/exercises/1080_664/613.jpg,https://www.jefit.com/images/exercises/b7.jpg,https://player.vimeo.com/external/160273733.sd.mp4?s=40301bdf4e66640ae32443155ae0dd93ca30cf1d&profile_id=165&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Barbell,Intermediate
91,Barbell Military Press,https://www.jefit.com/exercises/453/Barbell-Military-Press,https://www.jefit.com/images/exercises/1080_664/1812.jpg,https://www.jefit.com/images/exercises/1080_664/1813.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281270.hd.mp4?s=78002fc3f7d5ebf40c962915c4c4cb47b0f4cf54&profile_id=113&oauth2_token_id=435967617,Shoulders,Traps,Strength,Compound,Barbell,Beginner
92,Barbell Military Press,https://www.jefit.com/exercises/755/Barbell-Military-Press,https://www.jefit.com/images/exercises/1080_664/3020.jpg,https://www.jefit.com/images/exercises/1080_664/3021.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160305094.hd.mp4?s=eff33a19447acafdd2639046013dbcd399a5c577&profile_id=119&oauth2_token_id=435967617,Shoulders,,Strength,Isolation,Barbell,Intermediate
93,Barbell Military Rear Press ,https://www.jefit.com/exercises/1109/Barbell-Military-Rear-Press-,https://www.jefit.com/images/exercises/1080_664/4436.jpg,https://www.jefit.com/images/exercises/1080_664/4437.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307056.sd.mp4?s=c26b412bac1c469098375633070f19ba696d87d6&profile_id=164&oauth2_token_id=435967617,Shoulders,,Strength,Compound,Barbell,Intermediate
94,Barbell Neck Press,https://www.jefit.com/exercises/164/Barbell-Neck-Press,https://www.jefit.com/images/exercises/1080_664/656.jpg,https://www.jefit.com/images/exercises/1080_664/657.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160273753.hd.mp4?s=03671f485a7344314a7b73bef0839af5e485e2c2&profile_id=119&oauth2_token_id=435967617,Chest,Upper Chest,Strength,Compound,Barbell,Intermediate
95,Barbell One-Arm Bicep Curl,https://www.jefit.com/exercises/279/Barbell-One-Arm-Bicep-Curl,https://www.jefit.com/images/exercises/1080_664/1116.jpg,https://www.jefit.com/images/exercises/1080_664/1117.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160280819.hd.mp4?s=cfae854285ff7a67df52b06216038c6bdf9921a7&profile_id=113&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Barbell,Intermediate
96,Barbell One-Arm Floor Press,https://www.jefit.com/exercises/167/Barbell-One-Arm-Floor-Press,https://www.jefit.com/images/exercises/1080_664/668.jpg,https://www.jefit.com/images/exercises/1080_664/669.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160273758.sd.mp4?s=01f1e225d2f3c1b1a0ebc990b95e53fcc121c4d3&profile_id=164&oauth2_token_id=435967617,Chest,Outer Chest,Strength,Compound,Barbell,Intermediate
97,Barbell One-Arm Row,https://www.jefit.com/exercises/699/Barbell-One-Arm-Row,https://www.jefit.com/images/exercises/1080_664/2796.jpg,https://www.jefit.com/images/exercises/1080_664/2797.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160429572.sd.mp4?s=1c22915dee000511cea85882097f0c5021f9a341&profile_id=165&oauth2_token_id=435967617,Back,,Strength,Isolation,Barbell,Intermediate
98,Barbell One-Arm Row,https://www.jefit.com/exercises/351/Barbell-One-Arm-Row,https://www.jefit.com/images/exercises/1080_664/1404.jpg,https://www.jefit.com/images/exercises/1080_664/1405.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160280995.sd.mp4?s=a09106ad8c36c7975e11c281833a797b9f6e2d34&profile_id=165&oauth2_token_id=435967617,Back,Traps,Strength,Compound,Barbell,Beginner
99,Barbell One-Arm Side Deadlift,https://www.jefit.com/exercises/212/Barbell-One-Arm-Side-Deadlift,https://www.jefit.com/images/exercises/1080_664/848.jpg,https://www.jefit.com/images/exercises/1080_664/849.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273837.hd.mp4?s=4a866db46c4ff78d0977f0c09124a23ae6340434&profile_id=113&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Barbell,Intermediate
100,Barbell One-Arm Snatch,https://www.jefit.com/exercises/207/Barbell-One-Arm-Snatch,https://www.jefit.com/images/exercises/1080_664/828.jpg,https://www.jefit.com/images/exercises/1080_664/829.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273849.sd.mp4?s=28ff01d506d1d2d60178c04fa38af323c56e7fc4&profile_id=165&oauth2_token_id=435967617,Upper Legs,Traps,Strength,Compound,Barbell,Intermediate
101,Barbell Overhead Front Raise,https://www.jefit.com/exercises/451/Barbell-Overhead-Front-Raise,https://www.jefit.com/images/exercises/1080_664/1804.jpg,https://www.jefit.com/images/exercises/1080_664/1805.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281244.sd.mp4?s=b6d332b1716681ba49e53d76e8150c10bb6e01c7&profile_id=164&oauth2_token_id=435967617,Shoulders,Traps,Strength,Isolation,Barbell,Intermediate
102,Barbell Overhead Squat,https://www.jefit.com/exercises/138/Barbell-Overhead-Squat,https://www.jefit.com/images/exercises/1080_664/552.jpg,https://www.jefit.com/images/exercises/1080_664/553.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160273736.hd.mp4?s=23f806b137f1b10339397f20bc945121ce98acb7&profile_id=113&oauth2_token_id=435967617,Upper Legs,Hamstrings,Olympic Weight Lifting,Compound,Barbell,Expert
103,Barbell Overhead Tricep Extension,https://www.jefit.com/exercises/244/Barbell-Overhead-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/976.jpg,https://www.jefit.com/images/exercises/1080_664/977.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160280249.hd.mp4?s=4c847f5f9d1ced4492ffcf51e9b1d156c2b2b77d&profile_id=119&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Barbell,Beginner
104,Barbell Palms Down Wrist Curl,https://www.jefit.com/exercises/126/Barbell-Palms-Down-Wrist-Curl,https://www.jefit.com/images/exercises/1080_664/504.jpg,https://www.jefit.com/images/exercises/1080_664/505.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160273692.sd.mp4?s=c0dde0ffd85623f49fb47616c1de885346e248c5&profile_id=165&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Barbell,Beginner
105,Barbell Palms Down Wrist Curl,https://www.jefit.com/exercises/124/Barbell-Palms-Down-Wrist-Curl,https://www.jefit.com/images/exercises/1080_664/496.jpg,https://www.jefit.com/images/exercises/1080_664/497.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160273690.sd.mp4?s=6c652f9c1ded90591a083e3ce0603e4d396eb911&profile_id=164&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Barbell,Beginner
